earnings_30mo,enrolled,offer,age2225,age2629,age3035,age3644,age4554,married,hsorged,prior_employment_status,black,hispanic,male,afdc,class_tr,ojt_jsa
81153,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
0,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
7378,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
22999,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
290,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
36597,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
11476,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
6759,0,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
5697,0,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,0,1
6957,0,1,0,0,0,1,0,Married,Diploma/GED,Unknown,0,1,1,0,0,1
0,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
58848,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
27914,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
2361,1,1,0,0,0,1,0,Not married,Diploma/GED,Unknown,1,0,1,1,1,0
29864,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
13198,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
22948,0,1,0,0,1,0,0,Married,Diploma/GED,Unknown,0,0,1,0,0,1
10885,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
19959,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
1170,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
6446,0,0,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
2421,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
0,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
40038,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
40872,0,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
25611,1,1,0,0,0,1,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
9640,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
2658,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
0,0,0,0,0,0,1,0,Married,Diploma/GED,Unknown,0,0,1,0,1,0
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
11196,1,1,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
13135,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
27534,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
0,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
13241,0,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
20691,0,0,0,0,0,1,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,0,1
13934,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
18077,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
18041,1,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
38102,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
26458,1,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,1,0
2316,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
611,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
31474,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
10765,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,1,0
44316,0,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
11190,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
23878,0,0,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
0,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
7420,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,1,0,1
14718,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
5082,1,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
24830,1,1,0,0,0,0,1,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
35137,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
22716,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
22746,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
2181,1,1,0,1,0,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,1,0,0
26383,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
15203,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
69459,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
10779,0,1,0,0,0,0,1,Married,Diploma/GED,Unknown,0,0,0,0,0,0
3195,0,0,1,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
744,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
0,0,1,0,0,0,0,1,Married,No diploma/GED,Unknown,0,1,1,0,0,1
5966,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
27726,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
7245,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
4128,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
30326,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
15116,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
24892,1,1,0,1,0,0,0,Married,Diploma/GED,Unknown,1,0,1,0,0,0
39228,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
37708,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
16665,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
18741,1,1,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
0,0,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,0
2783,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
29318,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
33513,1,1,0,0,1,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
3008,0,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,1,0,1,0,1,0
4384,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
162,0,0,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
0,0,1,0,0,0,1,0,Not married,No diploma/GED,Unknown,0,0,0,0,0,1
15813,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
53049,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
17539,0,0,0,1,0,0,0,Not married,No diploma/GED,Unknown,0,0,1,0,0,0
642,0,0,1,0,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,0,0,0,1
30132,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
30,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
27770,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
17305,0,0,1,0,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,1,1,0,1
3060,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
27092,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
45,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
0,1,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
8616,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
8529,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
20607,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
40341,0,1,0,0,1,0,0,Married,Diploma/GED,Unknown,0,0,1,0,0,0
59349,1,1,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
47532,1,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
20039,0,1,0,0,0,1,0,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,1,0,0,0
27954,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
20420,0,0,0,0,0,1,0,Not married,Diploma/GED,Unknown,0,0,0,0,0,1
0,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
0,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
5009,1,1,0,1,0,0,0,Not married,Unknown,Unknown,0,0,1,0,0,0
20877,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
0,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
9550,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
201,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
5314,0,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
29691,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
46494,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
11703,1,1,0,0,0,1,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
11276,0,1,0,0,0,0,1,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,1,0,0,1
0,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
27557,0,1,0,1,0,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
31131,0,0,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
53031,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
117,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
98,0,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
25340,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
7407,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
210,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
20416,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
201,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
6567,1,1,0,0,0,0,0,Married,Diploma/GED,Unknown,0,0,0,0,1,0
3285,1,1,1,0,0,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
6845,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
4142,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
2286,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,1,0
0,1,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
56748,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
19096,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
2878,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
84426,1,1,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
9916,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
53559,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
11037,0,0,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
17223,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6528,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
0,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
1643,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
6845,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
7379,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
20485,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
4836,0,0,0,0,1,0,0,Not married,Diploma/GED,Unknown,1,0,0,0,0,0
0,0,1,0,0,0,1,0,Not married,Diploma/GED,Unknown,0,0,0,0,0,0
1074,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
2117,0,1,0,1,0,0,0,Not married,No diploma/GED,Unknown,1,0,0,1,1,0
9283,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
16590,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
4230,0,0,1,0,0,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,0
8778,1,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,1,0,0,1,0
11911,1,1,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
13310,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,0
40253,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
1390,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
25021,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6828,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
33870,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
0,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
45,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
10848,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
34011,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
39323,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
9610,0,0,0,0,1,0,0,Not married,No diploma/GED,Unknown,0,1,0,1,1,0
30930,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,1
45595,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
29640,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
27448,1,1,1,0,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,1,0
0,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
0,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
9837,0,0,0,1,0,0,0,Not married,Diploma/GED,Unknown,0,0,0,1,0,1
1560,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,1,0,1
43929,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
4965,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,1
14953,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
35444,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
8907,0,0,1,0,0,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
953,0,0,0,1,0,0,0,Not married,No diploma/GED,Unknown,1,0,1,0,0,1
24543,1,1,0,0,0,0,1,Not married,Diploma/GED,Unknown,1,0,1,0,1,0
8913,0,1,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,1
46243,0,0,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
33,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
36570,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
23541,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
17214,0,0,1,0,0,0,0,Not married,No diploma/GED,Unknown,1,0,0,1,1,0
3948,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6689,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
2901,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
3966,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
16320,1,1,0,0,1,0,0,Married,Diploma/GED,Unknown,1,0,1,0,1,0
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
67741,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
1484,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,0,1,0,0,0,1,0,Not married,No diploma/GED,Unknown,1,0,0,1,0,0
22080,1,1,0,0,0,1,0,Married,Unknown,Unknown,0,0,1,0,0,1
94715,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,1,1,0,0,0,1,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
37456,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
16476,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
933,0,0,0,0,1,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,1,0,0,0,0,1
57357,0,0,0,0,0,0,1,Not married,Diploma/GED,Unknown,0,0,1,0,0,1
12459,0,0,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
15467,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
43447,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
104,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
75,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,1
8487,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6798,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,0
0,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
0,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,1,0,0,1,0,1
402,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
8025,0,0,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
28349,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
1274,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
84,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
33750,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
27805,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
23626,1,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
24389,0,1,0,1,0,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
22816,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
24894,1,1,1,0,0,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
9078,0,0,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
8157,0,0,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
9373,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
19707,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
17976,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,1,0
2320,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
43188,1,1,0,0,1,0,0,Not married,No diploma/GED,Unknown,1,0,1,0,0,0
21705,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
0,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,0
25483,0,1,0,0,0,0,1,Married,Unknown,Worked less than 13 weeks in prior year,0,0,0,1,1,0
0,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,0
55296,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
3405,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
0,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
117,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
42174,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
13173,0,0,0,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
435,0,1,0,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
21325,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
18393,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
